date,region,season,population,current_cases,cases,recovered,deaths,transmission_rate,vaccination_rate,mobility_index,temperature,humidity,population_density,healthcare_capacity,future_cases
2020-11-27,oceania,winter,26019139,75425,60958,37706,3925,0.7989106055695259,43.76391520722435,4,15.629195156625524,83.99095231574509,9644.248674006029,17887,75079.08973494374
2020-11-28,south-america,autumn,4700108,97862,33012,25944,2258,3.9036148650976576,29.173335619223625,1,18.209739589937264,58.24947086520719,2180.0687505193036,33972,151056.50927551687
2020-11-29,asia,autumn,11493942,98886,80108,49150,4039,2.313036509816343,3.3401287757634446,6,14.70788017759022,44.93479220777085,7144.178616085506,29476,2219913.942515
2020-11-30,oceania,winter,2954190,7531,73026,20329,2035,2.64965185511654,30.69879564154464,4,26.593662653136008,20.50909653858065,3705.741879224135,648,29671.098645998896
2020-12-01,asia,autumn,1384382,71717,26682,22872,3271,1.3281342394762756,51.69031927424952,1,9.189562795342368,24.263855881006897,2796.872282257737,11740,55725.75014903929
2020-12-02,asia,autumn,7296042,23491,4223,208,857,2.192243297873813,52.41267534189686,2,37.248353182003804,50.018731070817346,1812.0708849174516,26537,30144.41097615203
2020-12-03,europe,summer,37507753,18484,10303,16549,3823,2.0020232218541265,33.873097511804424,3,14.090172126947067,47.95283024740572,5529.509727852823,22245,33553.33380518522
2020-12-04,south-america,winter,47330658,46770,99987,15904,1049,0.762135447006943,42.49376184399706,9,18.560695480739877,32.92997366989182,2162.5396331646207,8003,92457.20896845659
2020-12-05,oceania,spring,19532053,55728,55870,29068,3990,0.8715612374161352,91.72420223230282,8,31.27654116733747,47.683601962215974,2011.5050059695752,18268,49889.18296437789
2020-12-06,north-america,autumn,11972847,44639,62517,3753,298,3.431153818665711,35.848105336879605,7,3.7618052965561226,32.22550458187577,9905.413731787341,26963,843079.7351105328
2020-12-07,africa,winter,17919593,45242,57144,66634,923,1.3393698327230659,24.53154725969838,4,-6.239898561859877,79.41538769430883,8019.456694289151,43481,66538.84757669091
2020-12-08,north-america,summer,48536828,86554,2110,20889,4232,1.182353950245207,23.12936918634221,1,25.389198918124123,40.87364145129192,7485.28543434121,28648,68639.12010457057
2020-12-09,south-america,spring,38231465,67179,62007,25188,4306,2.2671900793754873,43.48763820689275,8,14.150592777418932,61.8995045110817,7942.665652568722,9090,735977.1335526526
2020-12-10,africa,winter,3357181,50679,28182,71251,2799,3.190614959768795,72.15441412810969,4,34.82521254794974,55.19901433993608,9689.539508450238,11567,77388.6504444341
2020-12-11,south-america,spring,22139912,78031,20142,19264,4875,0.7168128150264577,19.568877497904953,3,39.134002436121705,23.631745431579454,5737.034120644503,24001,79867.9037995518
2020-12-12,asia,spring,38808480,69194,18209,35964,4062,2.5188277187338954,67.38313207837297,9,9.95546752873646,85.95636036438164,2210.236335254577,23401,245007.58854239917
2020-12-13,africa,spring,42016167,47955,36619,33462,4045,0.9172365499420068,2.009233218194547,10,10.771950812983043,56.905818477533835,8623.474311124857,37106,316116.54134948255
2020-12-14,asia,autumn,33471818,13150,42975,2108,1802,0.6276136778896646,39.79863290847487,4,10.39813011028632,42.75403503742707,7429.8799872463605,19744,12476.28367598889
2020-12-15,north-america,autumn,47702635,83467,8026,65906,2713,0.6846038325677608,73.70718119426475,4,6.227705486546306,31.06885987431478,4148.940040218389,4467,61572.132326589934
2020-12-16,north-america,summer,15786144,14367,39789,44540,4506,3.4195743787295445,32.17963079857098,9,29.084354888319872,43.696864430878506,4740.9592907607175,38519,2317754.676571644
2020-12-17,africa,summer,10956760,68683,31891,16108,2853,0.9129036926982155,53.55502463731295,2,27.949788124536383,21.435812211637266,4118.411460803902,16304,58815.45825003556
2020-12-18,africa,winter,46450911,65643,82604,78283,2657,0.6580297754430218,19.473027118461527,5,13.932243527526243,45.44907087438084,9300.122180687751,19855,86430.12377043776
2020-12-19,oceania,summer,48930419,76953,24482,12396,4522,2.032649605000193,70.48956215698637,4,-7.766939181055062,57.20401491131534,3441.8807988679587,2193,85731.43733095205
2020-12-20,south-america,spring,18820027,96121,51823,28906,3346,3.453977151797087,4.966514810532164,9,5.477965075653671,81.03063720956612,9635.207943775164,4101,12815546.60427377
2020-12-21,oceania,spring,23384856,78268,36031,67919,1471,1.4184293177125569,80.99155126317254,5,4.6151523277418764,68.11620923884584,9103.61499482696,30883,69751.91711792223
2020-12-22,south-america,autumn,8805956,12934,54141,50362,2949,1.9759941613407073,18.828656710058475,9,30.55436231001292,27.8107619193269,6308.906211059252,23040,242498.91849686604
2020-12-23,oceania,spring,32546436,69296,24097,38442,941,0.6397288639731293,83.06781301229142,9,-5.621221329191264,30.342242710657278,5802.419513269746,7910,50800.62463860727
2020-12-24,asia,winter,9814891,93279,12838,35508,1907,2.0717747994720654,33.490277923549144,2,30.283768952135205,49.96863574728623,3707.191907899009,44140,142809.17145716632
2020-12-25,africa,spring,25358148,74081,61620,75408,4837,2.521645782229968,68.65493957507623,9,23.459182609957153,33.69954261471515,193.2005062163923,37422,366688.28770707577
2020-12-26,north-america,spring,2420688,57336,96674,41263,1243,2.4981746881325066,30.326403289687903,3,26.62207295652246,21.949484430792904,1284.955630515155,26108,156976.4699325451
2020-12-27,south-america,winter,1905808,90033,1411,33729,4423,1.663493422610278,86.06160876729152,4,11.610659379251175,76.35104160826492,7544.770920261992,19001,57713.75930654185
2020-12-28,south-america,summer,9809175,30661,85189,64291,1466,1.6043661323209744,12.030526924245564,1,23.98628980008791,21.366579948859588,4720.685864615771,27533,29622.076317526495
2020-12-29,north-america,summer,37874891,70212,15203,74847,3957,0.8731826662780926,16.959379980896877,1,20.451447235345793,78.14827236386098,1506.8829605378012,41565,57941.39215485868
2020-12-30,oceania,winter,38190551,48787,92399,14913,1966,1.7837941222619393,46.83786189008622,1,28.449009761431476,30.08727741230762,2646.9689327773913,22289,37548.81988624119
2020-12-31,south-america,autumn,31149883,17004,44874,50631,375,0.8482313410553763,7.784151708623882,9,12.338491723412606,88.22748875649813,9478.890629471527,45239,80214.08901887941
2021-01-01,asia,spring,20892686,67273,20317,37233,262,3.1830858064921808,18.618117546667385,8,13.641281244815122,62.27117382783331,3677.6570247495483,28830,4479619.210681552
2021-01-02,africa,winter,38309230,59644,19621,23391,4362,3.8819600421186506,89.65780631014137,5,22.17881113699101,71.44880801409269,9077.742632739342,9336,60459.10354789712
2021-01-03,north-america,spring,48483877,10810,43801,46759,3388,3.8952605983334743,92.76651780904928,5,-4.596125316680585,27.73385395776454,3053.311964612831,46637,11734.748520515059
2021-01-04,africa,autumn,11766027,37833,11960,28307,3395,3.5277488478138785,35.74463628639008,9,11.812222418215864,80.3472851416036,5436.768742727937,7161,2106881.361469994
2021-01-05,south-america,spring,37276570,63888,76250,60820,1944,2.602772522688667,87.71217199632389,3,38.59754226299028,78.74346400100768,214.56606278835693,18688,46488.429878601855
2021-01-06,south-america,winter,11029084,18718,77413,63349,1893,2.95302994035358,51.75834418897602,3,-8.12238399699772,65.70949120792024,5223.5323526320335,4002,28942.726268789796
2021-01-07,north-america,spring,12717619,12829,2755,35623,3634,1.4982203093814492,25.625534258007868,7,5.80023614331969,55.15924052167712,6373.050686000196,34220,98411.09644635492
2021-01-08,asia,summer,17815057,74915,55253,76239,1652,2.7076964706041724,66.72787850265686,9,5.705490954468537,70.50424211921708,2350.7079423784076,34464,286546.37534671335
2021-01-09,europe,autumn,10055661,63880,3876,61119,4141,2.0947734230395714,62.595671624611434,6,21.673205961788632,20.41497507358147,5793.582390291516,41635,137200.66181328558
2021-01-10,north-america,autumn,43959585,9293,32255,70135,3892,2.1870606892192637,93.96690531532967,2,-4.709982028793005,61.470852877892156,6475.206042789346,33547,6151.767189423426
2021-01-11,europe,autumn,20809657,30583,44734,25530,599,3.152217961313053,25.17949230388191,1,21.427201543943056,79.31842944504656,6871.991923033747,28974,34065.56732537193
2021-01-12,oceania,winter,34861500,78717,71364,79823,4815,1.4867142445903807,63.845652752864865,2,-5.247987967419029,44.98299210223284,7766.26918700081,20196,70793.58087299453
2021-01-13,europe,autumn,25660098,30943,51384,14339,1912,1.6131386409308197,4.942256727797455,1,-5.25231762908345,27.58025495380418,3120.2790368648707,12120,23535.17911925059
2021-01-14,asia,summer,35041412,5784,30126,62772,1292,3.7362462689502283,10.796373676188344,10,26.409167859424116,49.46140748202443,5682.091794754463,44964,53453959.98128585
2021-01-15,oceania,winter,44899034,72065,81039,6649,600,0.6967850319784028,0.3722456203538599,10,6.206758691639816,70.89731143409549,9815.974507348299,44253,292627.91524204175
2021-01-16,europe,summer,15802852,10993,93584,32938,380,2.1997200444466913,94.94876470066895,9,38.871147385687394,27.51108472594708,8982.46026494492,41377,10112.976430508268
2021-01-17,oceania,spring,41155392,96478,20457,43474,4213,3.694802801427516,76.21600122901039,10,-8.132353178222253,34.4233992149023,9527.127626702682,21785,385373.6620895274
2021-01-18,europe,spring,31173264,96344,30441,33692,3637,2.6362705273635494,74.73868639968637,8,12.255333185899705,30.328629278008997,3867.5026213004285,38602,265125.6788253898
2021-01-19,asia,spring,28213586,18143,17918,52661,2163,2.4124247597424624,48.42397715237707,7,-4.3432031162988185,75.78634289026574,7871.4117779076505,15775,68573.37253732282
2021-01-20,europe,spring,44436333,14949,29346,17380,4355,1.3741046273027433,28.506372876016794,3,7.568948337905432,24.40248357167408,6202.7805380858745,24465,15934.801749063292
2021-01-21,europe,summer,3140267,791,41002,65211,1098,1.701464211725569,14.370107023954212,8,39.91112253045253,68.0610551480103,836.5234797917884,22376,35747.73821353193
2021-01-22,europe,winter,33249417,56710,55360,36612,365,3.4821694553164253,27.04410019041405,2,34.442125586926586,45.6519844527234,8241.564087679084,12793,144050.00144184157
2021-01-23,north-america,winter,29108147,27634,69571,23998,2570,2.4572634611896036,35.717266083268214,2,-7.583779557230155,72.90538700197116,6774.2417508100725,23613,31059.772890071068
2021-01-24,north-america,autumn,9785684,6833,51965,44391,3419,2.3015976781487293,71.84945921312793,10,18.16279219128417,87.50683931488264,1997.1844215575152,23721,40639.152239382835
2021-01-25,north-america,summer,47976337,18499,61250,46292,2476,0.8485289973901012,51.26786994579948,3,22.391115241221783,28.018170971053763,806.5881887203188,23811,17302.03028667661
2021-01-26,asia,spring,21317066,39971,20103,76317,790,0.556098547592931,7.360944522770855,7,0.47673119750628423,42.00695287472209,8371.851085176822,40275,64820.65162494917
2021-01-27,oceania,summer,7636765,29128,6165,75329,3569,3.872898160404672,1.712755851096663,1,-2.7447213301774873,76.70877994031999,798.2292766170985,44654,47608.91033577459
2021-01-28,south-america,autumn,45758328,81826,46617,71201,746,1.8194515855039457,9.721557055736,8,35.21905673327617,38.63108702358235,922.625115010702,27885,1164926.4539116756
2021-01-29,europe,autumn,18773436,22273,33497,70019,312,2.611245717348265,38.997377801251034,7,38.440822074168835,35.05844179322286,4279.8087961641095,2642,189169.40405159123
2021-01-30,europe,summer,36793176,13575,55678,8215,4633,0.7790027561554975,88.65332711965674,4,39.59464286598209,77.77645845082802,1356.630305910576,17162,8313.417769966714
2021-01-31,asia,summer,8635078,20364,20973,10927,920,2.890900000030663,60.55323571487605,5,29.48808868673173,89.09576548041792,9137.559278452767,5466,43526.55324826852
2021-02-01,europe,summer,7035774,42961,50134,36294,1077,3.763983480470863,76.17346048817393,10,23.175103470262854,58.9816413103576,4708.136523269734,26565,327407.32872272044
2021-02-02,north-america,winter,18244439,91189,52880,33345,2829,2.514828385490969,44.30558647793211,1,7.286512609649897,39.46341238333375,5695.818296739169,32386,77654.58074375165
2021-02-03,south-america,spring,26320970,23658,56557,39855,2381,0.941403628313937,34.358277903529064,4,-1.4300843837623773,47.89961731200378,9281.779833886094,40278,27858.56050593598
2021-02-04,africa,summer,19305297,50739,64120,56989,3618,2.5360253461571687,10.298035408079159,1,-6.050970031688415,31.90912291685263,5307.329624127103,42703,47434.426788360535
2021-02-05,europe,summer,45687883,41981,53564,11099,797,3.182215245866283,83.21363710768946,1,24.664873427574598,73.33210952235268,3542.3755481136122,13747,32375.206583230523
2021-02-06,north-america,summer,4373445,18668,20946,33423,4443,1.9224578780090653,74.40020275765077,10,29.236170758967916,74.14318124759376,7973.57950710016,38409,41182.439367411454
2021-02-07,africa,autumn,3284790,21263,4436,5746,272,3.5794321177951374,15.971219271783886,1,31.322682622749,81.25846946677461,4434.073472777355,43301,27795.819668974356
2021-02-08,south-america,autumn,33234205,64176,88849,72379,3010,2.7703903367507756,48.66475356824475,7,35.68825016518993,21.86217945175947,3191.509561767031,43415,382040.6030345686
2021-02-09,africa,winter,47580620,48573,27616,68803,4815,3.6473712140122085,46.30060675251826,7,33.99647818191868,59.33869391384655,7235.06229146929,9960,889373.7685245314
2021-02-10,north-america,spring,12629971,26400,47842,70537,1773,2.6822685893656804,59.38369750522022,4,39.98706361290463,34.99788040402291,8018.0407093643,10845,57208.91146534287
2021-02-11,oceania,winter,6781935,88674,28161,22169,2547,0.9595079020168849,89.88775492916982,2,2.203200548362563,43.861811084464996,7919.244514166871,6918,66870.67387202584
2021-02-12,oceania,spring,10063441,51588,79313,35600,3164,1.583920988868162,55.07828696743557,3,28.16538076061053,74.94689307005552,9776.967397145789,14201,50187.75320027703
2021-02-13,africa,autumn,6789142,79035,11318,30262,4780,1.2062823188835992,51.32064034396877,8,19.322975618739882,33.44235566530473,7868.802819260877,5128,195089.13300955042
2021-02-14,asia,autumn,26436263,32668,62532,14216,4717,3.680892742009018,4.7806786287930745,8,3.0622566226791186,64.68392254067628,7701.635025127375,32825,4072038.5928754644
2021-02-15,africa,autumn,5090961,6862,45681,5237,946,3.161400235506189,5.9762102217122735,6,39.09526611434714,65.81963338565187,8576.27768482484,48666,1164472.0727134168
2021-02-16,europe,winter,3746804,94996,90316,67758,2665,2.867394291185021,17.797945176044944,10,34.89490523871261,86.78657404316105,11.850101001473654,43822,4893308.283374397
2021-02-17,europe,summer,747296,2561,94118,52696,506,1.553382118710676,3.0847233107160865,9,-3.5742165777941786,74.26126499702559,3630.689797765829,21187,111811.08678182351
2021-02-18,oceania,summer,3222951,71957,2214,79773,243,1.1441567021757473,70.61852507915118,9,-8.692082883829007,76.25446030075854,7378.654929383877,45638,79172.26023897785
2021-02-19,asia,autumn,26944511,61011,92779,25618,505,3.1475788079611915,68.7163788794265,4,24.416538116633845,57.212052431252545,6001.192920991671,9538,115080.87984703798
2021-02-20,north-america,summer,900101,49169,87275,14031,4517,2.1595528105767787,12.92534227100608,1,20.206531442826755,33.07465650136595,1783.9443062898604,18256,40331.9898532505
2021-02-21,europe,summer,37755044,51717,31141,53540,3158,1.290263432527202,79.42749557555169,1,36.790781205557295,49.78943560028461,3044.293559994568,18648,29408.613360755953
2021-02-22,oceania,winter,44002446,33253,52438,30913,3590,2.6581769235784627,14.704673310380638,10,1.700264358018492,58.46427014582743,3374.5581847102467,39979,2362717.4483009744
2021-02-23,south-america,spring,22755061,21810,33880,52118,1872,0.6411684824845819,28.611680764749085,5,-5.780602605250648,67.48934761995986,5682.602830611437,24867,26347.60003524504
2021-02-24,oceania,autumn,22891342,75949,49077,19615,3793,1.6415958894488873,23.652805420329674,2,2.960766688599323,62.5396378282349,8317.666981446353,38981,104179.08466090787
2021-02-25,europe,autumn,22115777,57838,58595,46651,1192,2.139949481068971,35.36917436443954,6,-9.053617974426828,47.57844802420705,9325.592879979022,2663,254997.35838815052
2021-02-26,europe,winter,23216992,7249,21617,63190,4425,1.0178541693829204,24.193057759546377,7,-8.20536244055338,38.5719174897089,7503.4232044078535,48757,29579.360500533992
2021-02-27,oceania,winter,43007958,6720,24978,72572,4745,3.9462906715679384,46.450338011652946,1,35.74289029603798,31.776159024257815,8431.07439786633,8598,6394.112725428329
2021-02-28,north-america,summer,42539798,21394,98944,47579,1464,1.2318407760636498,38.70374872869512,6,7.600829125093913,68.56917703905864,4706.258624930646,8231,36375.80431558381
2021-03-01,africa,autumn,30655353,21048,11918,36187,390,0.9562359551514295,93.72410162403602,8,10.540450050484033,65.17790720187395,3903.8554430266513,25207,13850.035978078005
2021-03-02,europe,spring,48946793,40856,26433,575,4476,1.2123720586041373,5.3130032621814385,5,-9.081417273094779,68.11607260304646,3933.1582361207275,28893,88348.83378792932
2021-03-03,oceania,winter,8221757,87993,74717,19293,3377,3.191713966059035,13.507230756798403,7,3.5260890085923293,46.07692169619564,6164.224898116171,2796,3541176.710426424
2021-03-04,oceania,spring,42071665,67831,78267,78829,4837,1.9892698074514499,5.018459921317236,10,30.236299187071552,38.36854757995215,1251.124688502532,23805,3264299.1795579945
2021-03-05,asia,spring,36487984,38001,61225,29882,4915,2.478955789133883,59.4549135233257,6,20.77454798333596,73.18049300766478,5799.14688607471,23497,140463.51809755695
2021-03-06,africa,autumn,11920569,79067,55845,922,672,0.5735320494522627,5.17838135430336,4,27.689030054320767,74.1553176538734,6654.677273235418,7804,85495.85219780274
2021-03-07,south-america,autumn,41030951,6981,49439,75607,2560,0.620509580006601,79.46177505073172,7,12.360687039689253,51.893146177678844,4394.698314660326,16542,5143.168622099552
2021-03-08,north-america,winter,22579150,29149,82162,64580,1211,2.0603894243945566,48.63416991478314,10,5.4864610875665,62.833285933712695,9532.140095943962,9865,275835.60453796515
2021-03-09,south-america,autumn,34931079,85455,38468,72523,929,3.3582933512056825,50.065724335245704,9,14.140504666418515,46.14637649622188,6086.050591071957,10102,2584913.2117842957
2021-03-10,africa,autumn,12531216,77077,46179,39109,1539,3.598336075476478,53.35147823265845,10,6.153553420287558,69.13630400838647,2207.794727643886,11490,2301689.4073465196
2021-03-11,africa,autumn,16140922,80267,7669,18067,912,0.8034729865847408,16.227302099090018,10,31.948554833703398,78.50051176535098,4797.370411760828,44536,264400.2971702423
2021-03-12,africa,spring,39071207,84752,60624,17004,643,2.38427085735358,18.780578795876316,7,4.883685779642287,68.17632941349547,6757.290326981587,19046,1177780.318520001
2021-03-13,south-america,winter,8804813,37721,77250,61850,4522,3.696303901977447,30.287645672935444,5,22.988182022654186,55.88078387929956,3243.054954558985,49112,689288.6093373417
2021-03-14,africa,summer,20021696,6540,32803,9946,501,1.8579046403926023,56.38215950307588,7,-3.1508888845236083,52.10605716446592,805.6196468273415,6741,16225.904793711567
2021-03-15,oceania,spring,29561504,11126,46483,61174,729,3.40348040999929,19.96118871432038,3,24.343324686745497,64.9623755683021,5838.521990761741,33809,106796.90655635997
2021-03-16,south-america,autumn,14597054,65804,96772,23475,1283,0.9679347903980267,11.051514077659817,2,35.66498558000169,67.58676241209312,9479.222984510603,45683,55473.94238549436
2021-03-17,africa,spring,11419247,292,89398,59826,2118,3.7738807138372956,92.16110420975106,5,20.429157731995417,59.11106104671773,4855.869135776106,39409,502.09247009421176
2021-03-18,oceania,autumn,14013140,79483,97628,44440,4552,3.1299816113595593,2.088272406914177,4,17.99276900172386,63.74595925751765,9062.029715663908,15724,1255402.4799152666
2021-03-19,asia,autumn,46148559,1908,88340,4534,4386,3.7946703747541557,76.25625350692205,5,38.05591340108201,26.761207774617255,8351.885647833224,10066,6337.579188460016
2021-03-20,africa,spring,45660900,4145,55761,12197,3836,2.8681603174337726,74.8633392096271,8,21.36982776579232,86.62358612996287,1482.6537085034938,23914,25979.678800152775
2021-03-21,south-america,winter,20817501,6639,78925,74107,919,1.7719137619979946,28.23534081528412,4,2.9775216636541284,75.35411446124238,7084.617519137352,34289,26756.220355249217
2021-03-22,europe,autumn,6951803,85130,54264,72767,4050,3.7836341038365284,12.884528520694774,9,4.61955119238702,46.17495087947486,4360.300595469064,5865,20866652.426455803
2021-03-23,africa,winter,13145697,89097,7016,34092,2339,1.4644837170821248,13.834721437015224,7,25.26533212679636,59.3968827667541,2509.9607893767393,30322,660952.6248040757
2021-03-24,europe,summer,48220511,65041,74228,66682,755,1.662603827216064,66.25600363753328,10,26.771829694609316,23.312717109549496,6872.514173110363,49687,158853.33373151565
2021-03-25,oceania,autumn,5842533,33390,65354,4632,1869,2.952829463006091,61.0666261531865,7,5.17481158945076,22.88594697993423,7429.180579377649,17323,153560.23658139323
2021-03-26,asia,winter,24201438,17081,33850,56546,4472,3.178607048338852,74.36083905388175,8,7.267198896316511,37.55588345783739,1807.1642241610396,36869,78900.52363148965
2021-03-27,north-america,winter,36281576,20084,32440,68231,507,3.7529121934720386,89.06071137791494,6,39.55282543695435,68.27911496552363,9145.302373741522,12747,24215.694031284358
2021-03-28,asia,summer,30438208,90734,23101,3260,1436,1.2168084316967334,65.73309951032624,8,-4.902372520986128,79.65034234600083,7513.960967074895,38116,127165.91342929639
2021-03-29,africa,winter,2925896,67853,32993,57438,2575,3.292993123267284,14.805895972387129,3,10.232251422004964,59.14301159858938,9334.421236428267,5059,458415.7894498775
2021-03-30,europe,winter,38591224,39911,23999,5218,3426,3.084911186889372,23.127048592714015,10,-6.877623440124627,57.24929177076467,3177.561455449273,27357,1781128.167081504
2021-03-31,europe,summer,48970063,11215,75461,19409,558,0.7232809468875925,80.00840443294588,10,31.053918099912053,48.161667365402614,9393.956807272438,32084,14553.449945319244
2021-04-01,south-america,autumn,10527148,55671,19000,25385,3102,1.8552809942357245,19.884077204249813,1,-5.382708052728388,31.311856917061483,3691.4914018054246,22312,53744.58086033967
2021-04-02,europe,winter,4976872,5916,90280,19178,4516,1.489679099710345,6.889620110675734,6,23.700367823135558,28.284787092861126,549.1579166596434,27315,101022.07716333671
2021-04-03,south-america,winter,19497196,2601,80370,53032,3622,1.5657164852391063,66.81160513401379,1,-7.175828799825897,73.24758328546761,7632.064193203143,36757,1945.1991492137129
2021-04-04,oceania,winter,32035646,62997,36091,23994,4399,3.9403140784414528,38.240003771563494,9,23.642751890484554,84.92524859076029,7038.046359442525,29157,3353219.735151438
2021-04-05,north-america,spring,17598600,63380,11043,24524,4057,2.7497209471797475,87.40380499186084,2,32.15184734638516,52.07982514703912,5983.130812710691,34194,46085.564734212065
2021-04-06,africa,summer,15199203,80695,16251,22444,3715,3.0118665522772483,61.774231753897844,2,9.94107634620287,66.16119611009466,4904.038506397898,38769,100347.06011332011
2021-04-07,south-america,spring,42562817,54410,5949,76954,1301,3.9181617306025323,8.589802890207771,7,16.106324671608842,84.01203556166588,331.3310505230876,36226,4825615.217233096
2021-04-08,north-america,summer,16420131,25160,47572,15000,2155,1.8202062386017355,90.04637388909777,2,10.077086900264124,26.30795430539012,6249.726542686341,34453,16738.62005492933
2021-04-09,europe,autumn,48819461,31862,35073,23564,692,3.306440589584821,24.56294004582336,10,5.024437931631946,73.93370171833209,4174.177806075709,13600,2192007.3918918557
2021-04-10,europe,autumn,2987698,42880,76731,5026,4350,2.020858371565734,32.03518658859715,8,30.163170031356408,63.17718190629026,5606.491933382041,44428,415516.68857979606
2021-04-11,north-america,winter,47219813,52766,27055,21124,1478,3.5433678513524294,38.2147392999365,6,3.6001286865494837,61.90460251809029,4298.9202062566865,16872,604276.0857778289
2021-04-12,europe,summer,46273665,56491,44779,51544,256,1.132301394589561,4.866308158409759,7,26.147171219472355,40.47782999370989,9660.900766324337,48686,252917.98213816952
2021-04-13,oceania,autumn,12517420,1293,47128,39355,2430,3.8169016197249785,47.16896511190746,7,0.309853962760112,67.87253483443737,6045.047922496963,3432,31914.06442823671
2021-04-14,oceania,summer,4131464,33701,84713,46228,441,1.265700979438079,11.715256652152764,6,2.4926898039164787,75.63584283745436,7494.870942718648,49955,95904.49461166831
2021-04-15,north-america,autumn,20267958,1135,21635,25522,1881,1.6417717744332603,38.092181035393416,10,6.8230581288606125,27.9000715460588,9364.106005236123,22318,39950.31800799416
2021-04-16,south-america,spring,41012236,67075,27086,78658,2646,3.1466728193737317,33.31742985924801,9,19.45781886968941,57.34650016866887,5920.077235938229,35688,4394910.021884617
2021-04-17,south-america,autumn,23010282,26180,64815,22255,3820,1.8781429954789235,73.41980792551782,9,12.721115957977055,27.088562669118676,130.50455304578352,15572,71111.64656640663
2021-04-18,north-america,spring,2987296,8448,44615,66803,4677,2.6287398186825635,76.30119860510946,7,27.257240491391016,81.08018135083512,352.57386632231817,5059,17551.08332414708
2021-04-19,south-america,autumn,46631927,20105,84575,54204,1735,2.0560072537429996,14.574223826963362,9,0.6783650168096163,55.53457058594431,7026.3609566775995,17543,463040.16614634823
2021-04-20,south-america,winter,36391014,16164,88519,59551,3735,3.0982947798142364,34.822362801026486,10,-9.466385607558294,76.55759824825302,2798.060510151322,45234,674437.2469211492
2021-04-21,oceania,spring,24833272,8014,39131,3332,2645,1.299159383290138,35.46855029802401,3,28.827873589261003,45.765994636635,5798.003476206008,25974,14921.202255276141
2021-04-22,south-america,autumn,1200500,9762,65111,29773,18,0.7046029553290696,14.38399217392808,3,31.08246669400362,28.75547587714278,2030.7490390957828,1401,9668.180914057024
2021-04-23,asia,winter,22471392,55436,31443,64423,1124,1.549752891155732,75.8530829798631,1,-7.025991844580522,22.904951306999802,2709.786261866524,43419,33580.32729755167
2021-04-24,africa,spring,30536427,26829,43319,42793,3985,2.160080327039506,67.18669119186521,5,20.545376107919825,39.705673454066286,5051.364148921272,24180,61249.80074456286
2021-04-25,europe,winter,2061977,92061,67478,46835,2654,1.088070182674375,18.0862696982183,4,8.910339193653897,37.0963590254855,9755.93893892726,20783,164944.09096506602
2021-04-26,asia,summer,23927142,24227,44264,52451,2080,1.7417905137973604,34.83858131641091,2,29.69478275972584,59.22463818139733,6166.542187199824,29756,30879.775012202666
2021-04-27,south-america,summer,4132654,88718,67303,15165,1547,1.8999405640274898,10.051477361368852,9,33.720727709823926,21.521718664459513,9362.119564085102,22555,1362407.3317128646
2021-04-28,oceania,spring,34318900,33004,96268,56588,861,0.7008714529089575,59.67962672383918,3,32.55018833986245,56.439938100942136,9594.204745325605,4212,22595.329734835406
2021-04-29,north-america,autumn,23377458,15046,37863,34003,154,2.541575368644716,11.53033283211887,8,28.86021236754261,47.42402194084022,2089.0188642408693,45631,2015594.2288150361
2021-04-30,south-america,spring,7078140,77285,38415,27235,3494,3.5952019978995065,93.6637460193672,6,3.452611437108148,60.398558894010954,3118.824088664755,44642,65105.29938680031
2021-05-01,oceania,winter,48176248,97766,66662,9081,904,1.0311001953356835,74.16479709534693,5,30.594482178415838,69.16922697052553,7702.222889374854,16982,92568.91403352281
2021-05-02,africa,autumn,11848768,49426,43537,69346,1269,2.592328046905299,37.07266221047953,1,16.673923795314636,64.38643615558874,8668.972382890524,32245,53969.28478199772
2021-05-03,south-america,summer,13711312,9597,77237,31090,404,2.826587217187962,54.96357356653867,4,-7.362169258395459,88.92510585613564,5197.075174453382,41488,27132.875773948967
2021-05-04,north-america,autumn,29818818,95675,502,55576,843,1.9676713814675093,86.57747254055883,3,12.846942494912447,29.678574071380975,9932.328412132687,32835,79590.78474326251
2021-05-05,oceania,summer,36691531,655,93428,14720,1782,2.953841555774945,52.63943163760348,1,37.10789585149966,50.081590625084495,125.60626556514998,7345,852.7793532740437
2021-05-06,oceania,autumn,46038649,30940,8821,5755,1564,1.9375604022185422,16.577356207805742,5,34.392967486777636,49.738151565031785,3002.9306292963042,44699,155102.9854540541
2021-05-07,oceania,autumn,38482858,81845,93354,78773,1184,2.266230507921022,35.97681878021013,6,-4.886785950144198,49.193724259204444,6235.385919908353,2205,394754.2256760562
2021-05-08,africa,autumn,41755138,30100,24282,35908,746,0.5257356559404944,80.09876217782582,2,27.206334285718512,66.46588744298678,4698.206210265454,42613,19624.009583666397
2021-05-09,south-america,winter,8479341,87499,93945,72494,1725,2.921020399471411,61.2002365190137,3,30.289643297911738,54.287964238270575,1174.8636346237195,21811,163082.20910202496
2021-05-10,africa,winter,43545065,52152,72020,32098,3188,2.8146993763065353,61.81881651171103,6,3.5694094118382402,56.22027918690742,3684.1929839508302,5730,181321.4753477642
2021-05-11,europe,spring,40233569,26485,92502,34319,270,0.6344030706422059,82.34804114040647,4,13.580428537054615,50.264919450273524,264.21696151744015,3306,17558.56682231871
